date,pb_winners,pp_winners,states,total_winners
3/9/2013,15548,3402,Louisiana,18950
3/9/2013,1866,1341,Maine,3207
3/9/2013,17370,1755,Maryland,19125
3/9/2013,19401,1517,Massachusetts,20918
3/9/2013,25205,2189,Michigan,27394
3/9/2013,13229,903,Minnesota,14132
3/9/2013,16397,1155,Missouri,17552
3/9/2013,1779,683,Montana,2462
3/9/2013,6133,874,Nebraska,7007
3/9/2013,5836,725,New Hampshire,6561
3/9/2013,40107,3544,New Jersey,43651
3/9/2013,5427,1175,New Mexico,6602
3/9/2013,79099,4384,New York,83483
3/9/2013,19598,6965,North Carolina,26563
3/9/2013,992,698,North Dakota,1690
3/9/2013,19871,3810,Ohio,23681
3/9/2013,5997,4005,Oklahoma,10002
3/9/2013,6444,1469,Oregon,7913
3/9/2013,47030,10613,Pennsylvania,57643
3/9/2013,4950,986,Rhode Island,5936
3/9/2013,9168,5926,South Carolina,15094
3/9/2013,2154,536,South Dakota,2690
3/9/2013,13111,4740,Tennessee,17851
3/9/2013,30641,9358,Texas,39999
3/9/2013,1011,510,Vermont,1521
3/9/2013,175,322,Virgin Islands,497
3/9/2013,17187,2808,Virginia,19995
3/9/2013,9263,837,Washington,10100
3/9/2013,6703,842,West Virginia,7545
3/9/2013,13380,2030,Wisconsin,15410
3/6/2013,15342,1486,Arizona,16828
3/6/2013,2806,1930,Arkansas,4736
3/6/2013,7678,4516,Colorado,12194
3/6/2013,9299,2975,Connecticut,12274
3/6/2013,3351,391,Delaware,3742
3/6/2013,1676,315,Dist. of Columbia,1991
3/6/2013,57847,14116,Florida,71963
3/6/2013,17120,1562,Georgia,18682
3/6/2013,4335,785,Idaho,5120
3/6/2013,25171,3067,Illinois,28238
3/6/2013,12064,2646,Indiana,14710
3/6/2013,6245,1783,Iowa,8028
3/6/2013,5366,530,Kansas,5896
3/6/2013,11557,1284,Kentucky,12841
3/6/2013,11816,2629,Louisiana,14445
3/6/2013,1636,1090,Maine,2726
3/6/2013,12788,1389,Maryland,14177
3/6/2013,17563,1452,Massachusetts,19015
3/6/2013,20297,1815,Michigan,22112
3/6/2013,10565,731,Minnesota,11296
3/6/2013,13281,901,Missouri,14182
3/6/2013,1446,576,Montana,2022
3/6/2013,4883,684,Nebraska,5567
3/6/2013,4511,570,New Hampshire,5081
3/6/2013,35030,2983,New Jersey,38013
3/6/2013,4230,927,New Mexico,5157
3/6/2013,67909,3922,New York,71831
3/6/2013,14100,4757,North Carolina,18857
3/6/2013,781,591,North Dakota,1372
3/6/2013,15430,3097,Ohio,18527
3/6/2013,4555,2808,Oklahoma,7363
3/6/2013,5007,1099,Oregon,6106
3/6/2013,36788,8098,Pennsylvania,44886
3/6/2013,3758,777,Rhode Island,4535
3/6/2013,6641,4165,South Carolina,10806
3/6/2013,1865,422,South Dakota,2287
3/6/2013,9625,3503,Tennessee,13128
3/6/2013,25066,7702,Texas,32768
3/6/2013,776,403,Vermont,1179
3/6/2013,109,197,Virgin Islands,306
3/6/2013,12826,2108,Virginia,14934
3/6/2013,8150,635,Washington,8785
3/6/2013,4671,613,West Virginia,5284
3/6/2013,10383,1620,Wisconsin,12003
3/2/2013,15240,1522,Arizona,16762
3/2/2013,2758,1999,Arkansas,4757
3/2/2013,7535,4805,Colorado,12340
3/2/2013,8737,2985,Connecticut,11722
3/2/2013,3507,422,Delaware,3929
3/2/2013,1994,329,Dist. of Columbia,2323
3/2/2013,61866,15078,Florida,76944
3/2/2013,18742,1769,Georgia,20511
3/2/2013,4548,855,Idaho,5403
3/2/2013,23912,2967,Illinois,26879
3/2/2013,14006,3131,Indiana,17137
3/2/2013,6559,1885,Iowa,8444
3/2/2013,5288,581,Kansas,5869
3/2/2013,12226,1375,Kentucky,13601
3/2/2013,13440,2939,Louisiana,16379
3/2/2013,1570,997,Maine,2567
3/2/2013,13350,1464,Maryland,14814
3/2/2013,14901,1378,Massachusetts,16279
3/2/2013,18664,1732,Michigan,20396
3/2/2013,10786,709,Minnesota,11495
3/2/2013,13854,976,Missouri,14830
3/2/2013,1493,644,Montana,2137
3/2/2013,4958,783,Nebraska,5741
3/2/2013,4513,559,New Hampshire,5072
3/2/2013,31771,2842,New Jersey,34613
3/2/2013,4346,1005,New Mexico,5351
3/2/2013,67375,3846,New York,71221
3/2/2013,15549,5585,North Carolina,21134
3/2/2013,772,663,North Dakota,1435
3/2/2013,14691,3255,Ohio,17946
3/2/2013,4829,3203,Oklahoma,8032
3/2/2013,4697,1038,Oregon,5735
3/2/2013,35899,8398,Pennsylvania,44297
3/2/2013,3768,751,Rhode Island,4519
3/2/2013,7359,5049,South Carolina,12408
3/2/2013,1865,427,South Dakota,2292
3/2/2013,10328,3804,Tennessee,14132
3/2/2013,24717,7871,Texas,32588
3/2/2013,831,511,Vermont,1342
3/2/2013,122,231,Virgin Islands,353
3/2/2013,14530,2433,Virginia,16963
3/2/2013,7900,743,Washington,8643
3/2/2013,5008,684,West Virginia,5692
3/2/2013,10613,1739,Wisconsin,12352
2/27/2013,12734,1432,Arizona,14166
2/27/2013,2288,1617,Arkansas,3905
2/27/2013,5573,3676,Colorado,9249
2/27/2013,6371,2342,Connecticut,8713
2/27/2013,2629,398,Delaware,3027
2/27/2013,1698,255,Dist. of Columbia,1953
2/27/2013,49782,13013,Florida,62795
2/27/2013,14427,1339,Georgia,15766
2/27/2013,3772,749,Idaho,4521
2/27/2013,17968,2480,Illinois,20448
2/27/2013,10756,2638,Indiana,13394
2/27/2013,5246,1588,Iowa,6834
2/27/2013,4512,563,Kansas,5075
2/27/2013,9683,1198,Kentucky,10881
2/27/2013,10106,2545,Louisiana,12651
2/27/2013,1097,865,Maine,1962
2/27/2013,10506,1278,Maryland,11784
2/27/2013,10289,1099,Massachusetts,11388
2/27/2013,13433,1473,Michigan,14906
2/27/2013,9051,642,Minnesota,9693
2/27/2013,10685,773,Missouri,11458
2/27/2013,1307,559,Montana,1866
2/27/2013,4204,710,Nebraska,4914
2/27/2013,3178,471,New Hampshire,3649
2/27/2013,23345,2432,New Jersey,25777
2/27/2013,3370,832,New Mexico,4202
2/27/2013,49346,3050,New York,52396
2/27/2013,12288,4904,North Carolina,17192
2/27/2013,716,662,North Dakota,1378
2/27/2013,10784,2628,Ohio,13412
2/27/2013,3790,2656,Oklahoma,6446
2/27/2013,3850,942,Oregon,4792
2/27/2013,26035,6606,Pennsylvania,32641
2/27/2013,2786,653,Rhode Island,3439
2/27/2013,5743,4106,South Carolina,9849
2/27/2013,1618,412,South Dakota,2030
2/27/2013,8339,3155,Tennessee,11494
2/27/2013,19278,6498,Texas,25776
2/27/2013,683,391,Vermont,1074
2/27/2013,97,196,Virgin Islands,293
2/27/2013,11417,1951,Virginia,13368
2/27/2013,6741,606,Washington,7347
2/27/2013,4220,590,West Virginia,4810
2/27/2013,8041,1549,Wisconsin,9590
2/23/2013,12743,1463,Arizona,14206
2/23/2013,2255,1723,Arkansas,3978
2/23/2013,5768,4171,Colorado,9939
2/23/2013,6856,2564,Connecticut,9420
2/23/2013,2687,379,Delaware,3066
2/23/2013,1554,280,Dist. of Columbia,1834
2/23/2013,51416,13187,Florida,64603
2/23/2013,14293,1474,Georgia,15767
2/23/2013,3446,707,Idaho,4153
2/23/2013,17050,2464,Illinois,19514
2/23/2013,11402,2970,Indiana,14372
2/23/2013,5472,1636,Iowa,7108
2/23/2013,4161,469,Kansas,4630
2/23/2013,9970,1225,Kentucky,11195
2/23/2013,10772,2616,Louisiana,13388
2/23/2013,1494,1126,Maine,2620
2/23/2013,11030,1249,Maryland,12279
2/23/2013,10770,1213,Massachusetts,11983
2/23/2013,13357,1553,Michigan,14910
2/23/2013,8661,718,Minnesota,9379
2/23/2013,10285,810,Missouri,11095
2/23/2013,1254,564,Montana,1818
2/23/2013,3922,704,Nebraska,4626
2/23/2013,4014,599,New Hampshire,4613
2/23/2013,21483,2514,New Jersey,23997
2/23/2013,3450,839,New Mexico,4289
2/23/2013,45116,2939,New York,48055
2/23/2013,12711,4790,North Carolina,17501
2/23/2013,703,595,North Dakota,1298
2/23/2013,10847,2842,Ohio,13689
2/23/2013,3609,2662,Oklahoma,6271
2/23/2013,3605,1001,Oregon,4606
2/23/2013,25582,6840,Pennsylvania,32422
2/23/2013,3342,815,Rhode Island,4157
2/23/2013,6146,4394,South Carolina,10540
2/23/2013,1495,409,South Dakota,1904
2/23/2013,8654,3277,Tennessee,11931
2/23/2013,19426,6884,Texas,26310
2/23/2013,752,494,Vermont,1246
2/23/2013,124,255,Virgin Islands,379
2/23/2013,11645,2107,Virginia,13752
2/23/2013,6049,580,Washington,6629
2/23/2013,4383,642,West Virginia,5025
2/23/2013,8459,1510,Wisconsin,9969
2/20/2013,11592,1304,Arizona,12896
2/20/2013,2147,1582,Arkansas,3729
2/20/2013,5511,4063,Colorado,9574
2/20/2013,6115,2291,Connecticut,8406
2/20/2013,2557,399,Delaware,2956
2/20/2013,1494,333,Dist. of Columbia,1827
2/20/2013,52946,14367,Florida,67313
2/20/2013,12811,1360,Georgia,14171
2/20/2013,3579,785,Idaho,4364
2/20/2013,14967,2290,Illinois,17257
2/20/2013,8894,2288,Indiana,11182
2/20/2013,5361,1652,Iowa,7013
2/20/2013,4482,506,Kansas,4988
2/20/2013,9101,1111,Kentucky,10212
2/20/2013,9049,2265,Louisiana,11314
2/20/2013,1196,849,Maine,2045
2/20/2013,9675,1131,Maryland,10806
2/20/2013,9177,1100,Massachusetts,10277
2/20/2013,11590,1395,Michigan,12985
2/20/2013,7843,668,Minnesota,8511
2/20/2013,11201,900,Missouri,12101
2/20/2013,1383,569,Montana,1952
2/20/2013,4232,756,Nebraska,4988
2/20/2013,3445,506,New Hampshire,3951
2/20/2013,19508,2335,New Jersey,21843
2/20/2013,3080,841,New Mexico,3921
2/20/2013,39545,2818,New York,42363
2/20/2013,12076,4870,North Carolina,16946
2/20/2013,661,597,North Dakota,1258
2/20/2013,9725,2368,Ohio,12093
2/20/2013,3524,2536,Oklahoma,6060
2/20/2013,3174,860,Oregon,4034
2/20/2013,23137,6332,Pennsylvania,29469
2/20/2013,2762,641,Rhode Island,3403
2/20/2013,5763,4200,South Carolina,9963
2/20/2013,1507,429,South Dakota,1936
2/20/2013,8438,3392,Tennessee,11830
2/20/2013,16990,6027,Texas,23017
2/20/2013,589,370,Vermont,959
2/20/2013,116,198,Virgin Islands,314
2/20/2013,10710,1865,Virginia,12575
2/20/2013,5494,634,Washington,6128
2/20/2013,4123,593,West Virginia,4716
2/20/2013,7860,1532,Wisconsin,9392
2/16/2013,11855,1415,Arizona,13270
2/16/2013,2148,1626,Arkansas,3774
2/16/2013,4936,3809,Colorado,8745
2/16/2013,6033,2357,Connecticut,8390
2/16/2013,2413,382,Delaware,2795
2/16/2013,1458,258,Dist. of Columbia,1716
2/16/2013,46623,12098,Florida,58721
2/16/2013,13194,1323,Georgia,14517
2/16/2013,3458,706,Idaho,4164
2/16/2013,15456,2311,Illinois,17767
2/16/2013,10384,2724,Indiana,13108
2/16/2013,5137,1638,Iowa,6775
2/16/2013,4660,512,Kansas,5172
2/16/2013,9319,1155,Kentucky,10474
2/16/2013,9985,2474,Louisiana,12459
2/16/2013,1295,1069,Maine,2364
2/16/2013,9594,1112,Maryland,10706
2/16/2013,9140,1081,Massachusetts,10221
2/16/2013,11840,1360,Michigan,13200
2/16/2013,7728,650,Minnesota,8378
2/16/2013,10843,858,Missouri,11701
2/16/2013,1205,525,Montana,1730
2/16/2013,3926,698,Nebraska,4624
2/16/2013,3628,581,New Hampshire,4209
2/16/2013,18727,2362,New Jersey,21089
2/16/2013,3038,779,New Mexico,3817
2/16/2013,39183,2766,New York,41949
2/16/2013,11308,4588,North Carolina,15896
2/16/2013,613,549,North Dakota,1162
2/16/2013,9927,2634,Ohio,12561
2/16/2013,3337,2523,Oklahoma,5860
2/16/2013,3232,901,Oregon,4133
2/16/2013,22413,6187,Pennsylvania,28600
2/16/2013,3256,712,Rhode Island,3968
2/16/2013,5556,4173,South Carolina,9729
2/16/2013,1375,407,South Dakota,1782
2/16/2013,8031,3099,Tennessee,11130
2/16/2013,16765,6286,Texas,23051
2/16/2013,762,398,Vermont,1160
2/16/2013,102,207,Virgin Islands,309
2/16/2013,10359,1950,Virginia,12309
2/16/2013,5317,553,Washington,5870
2/16/2013,4051,583,West Virginia,4634
2/16/2013,8082,1568,Wisconsin,9650
2/13/2013,10958,1244,Arizona,12202
2/13/2013,1883,1402,Arkansas,3285
2/13/2013,4538,3243,Colorado,7781
2/13/2013,5289,2156,Connecticut,7445
2/13/2013,2150,311,Delaware,2461
2/13/2013,1405,238,Dist. of Columbia,1643
2/13/2013,40872,11034,Florida,51906
2/13/2013,11115,1237,Georgia,12352
2/13/2013,3139,653,Idaho,3792
2/13/2013,13948,2191,Illinois,16139
2/13/2013,8832,2439,Indiana,11271
2/13/2013,4558,1451,Iowa,6009
2/13/2013,3994,465,Kansas,4459
2/13/2013,8083,1065,Kentucky,9148
2/13/2013,8053,2152,Louisiana,10205
2/13/2013,1182,876,Maine,2058
2/13/2013,8522,1064,Maryland,9586
2/13/2013,8242,1021,Massachusetts,9263
2/13/2013,10798,1315,Michigan,12113
2/13/2013,6663,572,Minnesota,7235
2/13/2013,9639,825,Missouri,10464
2/13/2013,1083,534,Montana,1617
2/13/2013,3705,643,Nebraska,4348
2/13/2013,3168,544,New Hampshire,3712
2/13/2013,17941,2117,New Jersey,20058
2/13/2013,2856,696,New Mexico,3552
2/13/2013,36229,2601,New York,38830
2/13/2013,10029,4150,North Carolina,14179
2/13/2013,537,521,North Dakota,1058
2/13/2013,8755,2382,Ohio,11137
2/13/2013,2943,2258,Oklahoma,5201
2/13/2013,3116,865,Oregon,3981
2/13/2013,19582,5702,Pennsylvania,25284
2/13/2013,2745,638,Rhode Island,3383
2/13/2013,4817,3542,South Carolina,8359
2/13/2013,1252,323,South Dakota,1575
2/13/2013,6918,2885,Tennessee,9803
2/13/2013,14577,5379,Texas,19956
2/13/2013,607,383,Vermont,990
2/13/2013,95,159,Virgin Islands,254
2/13/2013,8828,1720,Virginia,10548
2/13/2013,4878,547,Washington,5425
2/13/2013,3719,524,West Virginia,4243
2/13/2013,7230,1440,Wisconsin,8670
2/9/2013,12511,1311,Arizona,13822
2/9/2013,2283,1712,Arkansas,3995
2/9/2013,4742,3786,Colorado,8528
2/9/2013,3696,1319,Connecticut,5015
2/9/2013,2470,300,Delaware,2770
2/9/2013,1437,283,Dist. of Columbia,1720
2/9/2013,48325,12192,Florida,60517
2/9/2013,12597,1321,Georgia,13918
2/9/2013,3368,666,Idaho,4034
2/9/2013,14493,2115,Illinois,16608
2/9/2013,10363,2626,Indiana,12989
2/9/2013,5213,1705,Iowa,6918
2/9/2013,4538,429,Kansas,4967
2/9/2013,9162,1117,Kentucky,10279
2/9/2013,9708,2258,Louisiana,11966
2/9/2013,1103,872,Maine,1975
2/9/2013,9286,1073,Maryland,10359
2/9/2013,6988,806,Massachusetts,7794
2/9/2013,11656,1368,Michigan,13024
2/9/2013,8005,679,Minnesota,8684
2/9/2013,10754,854,Missouri,11608
2/9/2013,1306,577,Montana,1883
2/9/2013,4025,683,Nebraska,4708
2/9/2013,3183,487,New Hampshire,3670
2/9/2013,15718,1902,New Jersey,17620
2/9/2013,2962,765,New Mexico,3727
2/9/2013,33775,2370,New York,36145
2/9/2013,12192,4858,North Carolina,17050
2/9/2013,643,551,North Dakota,1194
2/9/2013,9835,2496,Ohio,12331
2/9/2013,3370,2714,Oklahoma,6084
2/9/2013,3297,846,Oregon,4143
2/9/2013,21412,5770,Pennsylvania,27182
2/9/2013,2183,458,Rhode Island,2641
2/9/2013,6143,4417,South Carolina,10560
2/9/2013,1453,418,South Dakota,1871
2/9/2013,8774,3504,Tennessee,12278
2/9/2013,16235,5780,Texas,22015
2/9/2013,680,424,Vermont,1104
2/9/2013,125,252,Virgin Islands,377
2/9/2013,9167,1771,Virginia,10938
2/9/2013,4840,521,Washington,5361
2/9/2013,4228,589,West Virginia,4817
2/9/2013,7717,1374,Wisconsin,9091
2/6/2013,27411,2191,Arizona,29602
2/6/2013,5516,3948,Arkansas,9464
2/6/2013,12434,6993,Colorado,19427
2/6/2013,14628,3950,Connecticut,18578
2/6/2013,5826,598,Delaware,6424
2/6/2013,2984,436,Dist. of Columbia,3420
2/6/2013,99114,21992,Florida,121106
2/6/2013,33386,2529,Georgia,35915
2/6/2013,6545,1112,Idaho,7657
2/6/2013,54098,5282,Illinois,59380
2/6/2013,23555,4497,Indiana,28052
2/6/2013,11846,2953,Iowa,14799
2/6/2013,8466,747,Kansas,9213
2/6/2013,18184,1764,Kentucky,19948
2/6/2013,19656,3737,Louisiana,23393
2/6/2013,1898,1070,Maine,2968
2/6/2013,20574,1900,Maryland,22474
2/6/2013,31584,2093,Massachusetts,33677
2/6/2013,34257,2502,Michigan,36759
2/6/2013,17293,1038,Minnesota,18331
2/6/2013,21666,1294,Missouri,22960
2/6/2013,1998,754,Montana,2752
2/6/2013,8177,1085,Nebraska,9262
2/6/2013,8798,861,New Hampshire,9659
2/6/2013,67910,4828,New Jersey,72738
2/6/2013,6633,1410,New Mexico,8043
2/6/2013,148654,5843,New York,154497
2/6/2013,24417,7933,North Carolina,32350
2/6/2013,1337,900,North Dakota,2237
2/6/2013,26488,4180,Ohio,30668
2/6/2013,8241,5202,Oklahoma,13443
2/6/2013,9779,1823,Oregon,11602
2/6/2013,70670,13344,Pennsylvania,84014
2/6/2013,6569,1161,Rhode Island,7730
2/6/2013,11229,6756,South Carolina,17985
2/6/2013,2893,584,South Dakota,3477
2/6/2013,16917,5632,Tennessee,22549
2/6/2013,41844,11608,Texas,53452
2/6/2013,1189,595,Vermont,1784
2/6/2013,222,307,Virgin Islands,529
2/6/2013,22491,3178,Virginia,25669
2/6/2013,13668,1004,Washington,14672
2/6/2013,7920,982,West Virginia,8902
2/6/2013,16674,2287,Wisconsin,18961
2/2/2013,19020,1678,Arizona,20698
2/2/2013,3409,2412,Arkansas,5821
2/2/2013,9319,5488,Colorado,14807
2/2/2013,10915,3159,Connecticut,14074
2/2/2013,4487,519,Delaware,5006
2/2/2013,2051,316,Dist. of Columbia,2367
2/2/2013,73730,16128,Florida,89858
2/2/2013,24897,1943,Georgia,26840
2/2/2013,4969,879,Idaho,5848
2/2/2013,34730,3793,Illinois,38523
2/2/2013,18010,3575,Indiana,21585
2/2/2013,8203,2184,Iowa,10387
2/2/2013,6590,658,Kansas,7248
2/2/2013,13523,1448,Kentucky,14971
2/2/2013,14986,2949,Louisiana,17935
2/2/2013,1550,1025,Maine,2575
2/2/2013,15819,1533,Maryland,17352
2/2/2013,22566,1637,Massachusetts,24203
2/2/2013,24383,1970,Michigan,26353
2/2/2013,14726,876,Minnesota,15602
2/2/2013,17295,1071,Missouri,18366
2/2/2013,1601,627,Montana,2228
2/2/2013,5823,796,Nebraska,6619
2/2/2013,6906,696,New Hampshire,7602
2/2/2013,45513,3627,New Jersey,49140
2/2/2013,5146,1107,New Mexico,6253
2/2/2013,101601,4361,New York,105962
2/2/2013,18591,6043,North Carolina,24634
2/2/2013,890,712,North Dakota,1602
2/2/2013,19479,3544,Ohio,23023
2/2/2013,6363,4130,Oklahoma,10493
2/2/2013,7024,1460,Oregon,8484
2/2/2013,49487,10069,Pennsylvania,59556
2/2/2013,5229,986,Rhode Island,6215
2/2/2013,8967,5618,South Carolina,14585
2/2/2013,2264,534,South Dakota,2798
2/2/2013,12107,4304,Tennessee,16411
2/2/2013,32593,9490,Texas,42083
2/2/2013,1017,534,Vermont,1551
2/2/2013,167,246,Virgin Islands,413
2/2/2013,16330,2580,Virginia,18910
2/2/2013,9720,720,Washington,10440
2/2/2013,6096,690,West Virginia,6786
2/2/2013,13263,1809,Wisconsin,15072
1/30/2013,15865,1487,Arizona,17352
1/30/2013,2614,1850,Arkansas,4464
1/30/2013,7914,4581,Colorado,12495
1/30/2013,8502,2647,Connecticut,11149
1/30/2013,3432,436,Delaware,3868
1/30/2013,1994,270,Dist. of Columbia,2264
1/30/2013,62695,14377,Florida,77072
1/30/2013,19402,1575,Georgia,20977
1/30/2013,4120,772,Idaho,4892
1/30/2013,27507,3233,Illinois,30740
1/30/2013,15014,2943,Indiana,17957
1/30/2013,6269,1695,Iowa,7964
1/30/2013,5340,572,Kansas,5912
1/30/2013,11654,1253,Kentucky,12907
1/30/2013,12016,2436,Louisiana,14452
1/30/2013,1302,863,Maine,2165
1/30/2013,12696,1317,Maryland,14013
1/30/2013,18525,1354,Massachusetts,19879
1/30/2013,19449,1551,Michigan,21000
1/30/2013,11030,664,Minnesota,11694
1/30/2013,13698,839,Missouri,14537
1/30/2013,1420,561,Montana,1981
1/30/2013,4793,638,Nebraska,5431
1/30/2013,5076,561,New Hampshire,5637
1/30/2013,37792,3023,New Jersey,40815
1/30/2013,4485,917,New Mexico,5402
1/30/2013,75802,3912,New York,79714
1/30/2013,14931,4967,North Carolina,19898
1/30/2013,743,629,North Dakota,1372
1/30/2013,16961,2977,Ohio,19938
1/30/2013,4980,3230,Oklahoma,8210
1/30/2013,5646,1143,Oregon,6789
1/30/2013,41669,8843,Pennsylvania,50512
1/30/2013,4116,791,Rhode Island,4907
1/30/2013,6960,4279,South Carolina,11239
1/30/2013,1957,433,South Dakota,2390
1/30/2013,10244,3360,Tennessee,13604
1/30/2013,25687,7410,Texas,33097
1/30/2013,820,380,Vermont,1200
1/30/2013,150,202,Virgin Islands,352
1/30/2013,13289,2028,Virginia,15317
1/30/2013,8568,653,Washington,9221
1/30/2013,5152,600,West Virginia,5752
1/30/2013,10290,1403,Wisconsin,11693
1/26/2013,15179,1463,Arizona,16642
1/26/2013,3040,2320,Arkansas,5360
1/26/2013,7978,5232,Colorado,13210
1/26/2013,8808,2786,Connecticut,11594
1/26/2013,3559,396,Delaware,3955
1/26/2013,1628,291,Dist. of Columbia,1919
1/26/2013,75284,17963,Florida,93247
1/26/2013,18917,1662,Georgia,20579
1/26/2013,4083,834,Idaho,4917
1/26/2013,21972,2908,Illinois,24880
1/26/2013,14801,3221,Indiana,18022
1/26/2013,7383,2151,Iowa,9534
1/26/2013,5554,554,Kansas,6108
1/26/2013,11583,1343,Kentucky,12926
1/26/2013,13362,2818,Louisiana,16180
1/26/2013,1569,1069,Maine,2638
1/26/2013,13045,1396,Maryland,14441
1/26/2013,15757,1335,Massachusetts,17092
1/26/2013,15785,1545,Michigan,17330
1/26/2013,10601,742,Minnesota,11343
1/26/2013,13865,908,Missouri,14773
1/26/2013,1371,592,Montana,1963
1/26/2013,5174,725,Nebraska,5899
1/26/2013,4824,654,New Hampshire,5478
1/26/2013,29689,2776,New Jersey,32465
1/26/2013,4421,965,New Mexico,5386
1/26/2013,60671,3329,New York,64000
1/26/2013,16021,6017,North Carolina,22038
1/26/2013,764,658,North Dakota,1422
1/26/2013,14947,3079,Ohio,18026
1/26/2013,5428,3798,Oklahoma,9226
1/26/2013,4744,1081,Oregon,5825
1/26/2013,38367,8821,Pennsylvania,47188
1/26/2013,4047,809,Rhode Island,4856
1/26/2013,8004,5292,South Carolina,13296
1/26/2013,1938,473,South Dakota,2411
1/26/2013,11197,4219,Tennessee,15416
1/26/2013,25230,7768,Texas,32998
1/26/2013,855,422,Vermont,1277
1/26/2013,140,260,Virgin Islands,400
1/26/2013,12695,1989,Virginia,14684
1/26/2013,6841,583,Washington,7424
1/26/2013,4892,645,West Virginia,5537
1/26/2013,10669,1716,Wisconsin,12385
1/23/2013,14695,1653,Arizona,16348
1/23/2013,2296,1750,Arkansas,4046
1/23/2013,6664,4393,Colorado,11057
1/23/2013,7316,2388,Connecticut,9704
1/23/2013,2951,392,Delaware,3343
1/23/2013,1601,303,Dist. of Columbia,1904
1/23/2013,58772,14751,Florida,73523
1/23/2013,16597,1587,Georgia,18184
1/23/2013,3855,734,Idaho,4589
1/23/2013,19128,2593,Illinois,21721
1/23/2013,11948,2779,Indiana,14727
1/23/2013,5903,1715,Iowa,7618
1/23/2013,4948,573,Kansas,5521
1/23/2013,10245,1227,Kentucky,11472
1/23/2013,11719,2610,Louisiana,14329
1/23/2013,1181,871,Maine,2052
1/23/2013,10649,1296,Maryland,11945
1/23/2013,13919,1293,Massachusetts,15212
1/23/2013,13933,1491,Michigan,15424
1/23/2013,9605,793,Minnesota,10398
1/23/2013,12366,892,Missouri,13258
1/23/2013,1373,572,Montana,1945
1/23/2013,4704,720,Nebraska,5424
1/23/2013,3911,545,New Hampshire,4456
1/23/2013,27436,2678,New Jersey,30114
1/23/2013,3974,1027,New Mexico,5001
1/23/2013,52021,3202,New York,55223
1/23/2013,13721,5358,North Carolina,19079
1/23/2013,732,594,North Dakota,1326
1/23/2013,12413,2596,Ohio,15009
1/23/2013,4473,3076,Oklahoma,7549
1/23/2013,4181,1056,Oregon,5237
1/23/2013,31246,7387,Pennsylvania,38633
1/23/2013,3324,759,Rhode Island,4083
1/23/2013,6421,4489,South Carolina,10910
1/23/2013,1640,389,South Dakota,2029
1/23/2013,9328,3548,Tennessee,12876
1/23/2013,21209,7193,Texas,28402
1/23/2013,682,366,Vermont,1048
1/23/2013,121,168,Virgin Islands,289
1/23/2013,11639,1982,Virginia,13621
1/23/2013,6594,608,Washington,7202
1/23/2013,4272,539,West Virginia,4811
1/23/2013,9383,1570,Wisconsin,10953
1/19/2013,14885,1557,Arizona,16442
1/19/2013,2503,2001,Arkansas,4504
1/19/2013,7140,4681,Colorado,11821
1/19/2013,8493,3035,Connecticut,11528
1/19/2013,3290,445,Delaware,3735
1/19/2013,1939,326,Dist. of Columbia,2265
1/19/2013,60917,14403,Florida,75320
1/19/2013,17703,1589,Georgia,19292
1/19/2013,3922,715,Idaho,4637
1/19/2013,21565,2850,Illinois,24415
1/19/2013,14061,3182,Indiana,17243
1/19/2013,6475,1944,Iowa,8419
1/19/2013,5545,537,Kansas,6082
1/19/2013,11978,1370,Kentucky,13348
1/19/2013,13482,3082,Louisiana,16564
1/19/2013,1507,1067,Maine,2574
1/19/2013,12200,1344,Maryland,13544
1/19/2013,14648,1341,Massachusetts,15989
1/19/2013,16977,1721,Michigan,18698
1/19/2013,11055,850,Minnesota,11905
1/19/2013,13978,961,Missouri,14939
1/19/2013,1459,588,Montana,2047
1/19/2013,5283,818,Nebraska,6101
1/19/2013,4610,591,New Hampshire,5201
1/19/2013,30744,3094,New Jersey,33838
1/19/2013,4252,940,New Mexico,5192
1/19/2013,61068,3707,New York,64775
1/19/2013,14523,5393,North Carolina,19916
1/19/2013,709,595,North Dakota,1304
1/19/2013,14517,3319,Ohio,17836
1/19/2013,4563,3211,Oklahoma,7774
1/19/2013,4574,1172,Oregon,5746
1/19/2013,33822,8091,Pennsylvania,41913
1/19/2013,4278,829,Rhode Island,5107
1/19/2013,7196,4985,South Carolina,12181
1/19/2013,1913,453,South Dakota,2366
1/19/2013,9718,3777,Tennessee,13495
1/19/2013,23484,7665,Texas,31149
1/19/2013,802,495,Vermont,1297
1/19/2013,185,292,Virgin Islands,477
1/19/2013,12504,2193,Virginia,14697
1/19/2013,6826,614,Washington,7440
1/19/2013,5278,654,West Virginia,5932
1/19/2013,11021,1789,Wisconsin,12810
1/16/2013,11646,1270,Arizona,12916
1/16/2013,1886,1391,Arkansas,3277
1/16/2013,5331,3698,Colorado,9029
1/16/2013,6037,2274,Connecticut,8311
1/16/2013,2510,350,Delaware,2860
1/16/2013,1626,286,Dist. of Columbia,1912
1/16/2013,46788,11721,Florida,58509
1/16/2013,12649,1214,Georgia,13863
1/16/2013,3045,576,Idaho,3621
1/16/2013,16261,2295,Illinois,18556
1/16/2013,9294,2316,Indiana,11610
1/16/2013,5118,1546,Iowa,6664
1/16/2013,4583,411,Kansas,4994
1/16/2013,9186,1091,Kentucky,10277
