1_PB PB,1_PB PP,2_PB PB,2_PB PP,3 PB,3 PP,3_PB PB,3_PB PP,4 PB,4 PP,4_PB PB,4_PB PP,5 PB,5 PP,5_PB PB,5_PB PP,PB_Only PB,PB_Only PP,date,pb_winners,pp_winners,state_abbr,states,total_winners
4542,699,738,100,1221,167,39,7,20,6,0,0,0,0,0,--,8870,1354,8/10/2013,15430,2333,IL,Illinois,17763
3380,745,490,117,890,181,26,6,15,3,1,0,0,0,0,--,6490,1496,8/10/2013,11292,2548,IN,Indiana,13840
1395,493,203,80,400,118,23,6,7,1,0,1,0,0,0,--,2808,968,8/10/2013,4836,1667,IA,Iowa,6503
1446,182,213,36,365,40,13,2,8,0,0,0,0,0,0,--,2719,281,8/10/2013,4764,541,KS,Kansas,5305
2708,411,408,58,676,86,18,2,16,1,0,0,1,0,0,--,5335,697,8/10/2013,9162,1255,KY,Kentucky,10417
3096,751,489,113,879,217,33,10,14,4,0,0,0,0,0,--,6126,1545,8/10/2013,10637,2640,LA,Louisiana,13277
398,333,70,55,116,95,2,2,2,0,0,0,0,0,0,--,862,615,8/10/2013,1450,1100,ME,Maine,2550
2914,364,492,55,861,99,30,2,14,1,1,0,0,0,0,--,5776,762,8/10/2013,10088,1283,MD,Maryland,11371
2727,356,413,59,738,74,25,6,10,3,1,0,0,0,0,--,5451,722,8/10/2013,9365,1220,MA,Massachusetts,10585
3666,453,622,68,1009,101,36,5,19,0,1,0,0,0,0,--,7331,847,8/10/2013,12684,1474,MI,Michigan,14158
2130,203,327,30,639,63,15,0,17,0,0,0,0,0,0,--,4385,424,8/10/2013,7513,720,MN,Minnesota,8233
3244,250,488,37,841,71,26,3,10,0,1,0,0,0,0,--,6476,565,8/10/2013,11086,926,MO,Missouri,12012
414,185,59,27,127,40,7,1,0,1,0,0,0,0,0,--,920,377,8/10/2013,1527,631,MT,Montana,2158
1260,224,188,32,337,53,7,1,3,4,0,0,0,0,0,--,2423,415,8/10/2013,4218,729,NE,Nebraska,4947
1095,186,188,28,336,36,14,4,6,0,0,0,0,0,0,--,2110,335,8/10/2013,3749,589,NH,New Hampshire,4338
5676,721,978,101,1596,219,44,12,22,2,1,0,0,0,0,--,11290,1435,8/10/2013,19607,2490,NJ,New Jersey,22097
1001,247,144,31,243,58,12,1,4,1,0,0,0,0,0,--,1941,502,8/10/2013,3345,840,NM,New Mexico,4185
10631,885,1592,141,2725,228,81,0,51,2,3,1,0,0,0,--,21180,1818,8/10/2013,36263,3075,NY,New York,39338
3754,1449,568,225,983,344,38,16,23,10,0,0,0,0,0,--,7535,2780,8/10/2013,12901,4824,NC,North Carolina,17725
184,164,25,28,52,49,0,1,1,0,0,0,0,0,0,--,412,328,8/10/2013,674,570,ND,North Dakota,1244
2918,815,423,138,812,197,32,10,12,2,0,1,0,0,0,--,5673,1573,8/10/2013,9870,2736,OH,Ohio,12606
1006,818,151,140,269,197,6,12,7,2,0,0,0,1,0,--,2024,1717,8/10/2013,3463,2887,OK,Oklahoma,6350
1396,410,185,61,383,96,8,1,3,1,0,0,0,0,0,--,2773,712,8/10/2013,4748,1281,OR,Oregon,6029
6495,1975,1030,296,1779,517,66,17,26,9,0,0,0,1,0,--,13097,4110,8/10/2013,22493,6925,PA,Pennsylvania,29418
969,226,144,33,228,47,9,2,4,0,0,0,0,0,0,--,1848,437,8/10/2013,3202,745,RI,Rhode Island,3947
1660,1265,246,191,477,319,19,14,12,5,1,0,0,0,0,--,3440,2467,8/10/2013,5855,4261,SC,South Carolina,10116
427,114,70,22,119,28,4,0,2,1,0,0,0,0,0,--,933,249,8/10/2013,1555,414,SD,South Dakota,1969
2721,1074,397,159,711,253,22,12,18,5,0,0,0,0,0,--,5232,2166,8/10/2013,9101,3669,TN,Tennessee,12770
5759,2027,914,288,1607,530,54,14,34,9,3,0,0,0,0,--,11356,4071,8/10/2013,19727,6939,TX,Texas,26666
193,123,34,29,52,34,1,0,0,0,0,0,0,0,0,--,382,249,8/10/2013,662,435,VT,Vermont,1097
28,59,1,12,15,20,0,2,0,0,0,0,0,0,0,--,73,158,8/10/2013,117,251,VI,Virgin Islands,368
2961,625,482,87,880,157,33,3,12,1,1,0,0,0,0,--,5858,1126,8/10/2013,10227,1999,VA,Virginia,12226
1540,190,225,36,405,41,9,3,6,0,0,0,0,0,0,--,2940,368,8/10/2013,5125,638,WA,Washington,5763
1201,189,202,36,301,38,10,2,2,3,0,0,0,0,0,--,2458,372,8/10/2013,4174,640,WV,West Virginia,4814
2497,473,364,90,687,139,20,1,11,2,0,0,0,0,0,--,4851,895,8/10/2013,8430,1600,WI,Wisconsin,10030
26062,1287,4046,183,8082,412,229,9,138,6,4,0,0,0,0,--,52469,2630,8/7/2013,91030,4527,AZ,Arizona,95557
4234,2776,665,381,1342,874,29,15,29,16,1,0,0,0,0,--,8999,5428,8/7/2013,15299,9490,AR,Arkansas,24789
113177,0,17786,0,35832,0,1000,0,685,0,21,0,9,0,0,--,229416,0,8/7/2013,397926,0,CA,California,397926
11599,6015,1753,980,3588,1819,111,57,59,28,2,2,0,2,0,--,23552,12138,8/7/2013,40664,21041,CO,Colorado,61705
15614,3399,2355,495,4801,1063,154,36,90,22,2,0,1,0,0,--,31349,7082,8/7/2013,54366,12097,CT,Connecticut,66463
6161,379,925,52,1881,122,45,3,33,0,1,0,0,0,0,--,12537,834,8/7/2013,21583,1390,DE,Delaware,22973
3396,243,497,42,1026,82,27,4,21,3,1,0,0,0,0,--,6897,527,8/7/2013,11865,901,DC,Dist. of Columbia,12766
68279,11033,10263,1655,21035,3461,611,98,357,65,11,3,4,0,0,--,138664,22994,8/7/2013,239224,39309,FL,Florida,278533
31978,1511,4939,275,9823,504,298,13,165,8,6,1,3,0,0,--,65002,3144,8/7/2013,112214,5456,GA,Georgia,117670
5372,677,821,114,1704,227,49,6,29,6,0,0,0,0,0,--,10950,1544,8/7/2013,18925,2574,ID,Idaho,21499
45005,3192,6759,521,13764,944,381,23,229,24,7,0,2,0,0,--,89582,6585,8/7/2013,155729,11289,IL,Illinois,167018
21616,2462,3396,385,6674,784,218,20,134,10,1,0,0,0,0,--,43934,4836,8/7/2013,75973,8497,IN,Indiana,84470
10094,2370,1511,322,3157,714,109,13,53,10,2,3,0,0,0,--,20153,4663,8/7/2013,35079,8095,IA,Iowa,43174
8294,539,1293,76,2556,187,82,9,46,3,2,0,1,0,0,--,16842,1144,8/7/2013,29116,1958,KS,Kansas,31074
13618,978,2149,151,4291,285,118,9,87,6,2,0,0,0,0,--,27708,1965,8/7/2013,47973,3394,KY,Kentucky,51367
17370,2242,2607,372,5438,745,141,18,89,13,4,0,1,0,0,--,35358,4817,8/7/2013,61008,8207,LA,Louisiana,69215
2538,1259,416,210,760,386,26,9,17,4,0,0,0,0,0,--,5012,2609,8/7/2013,8769,4477,ME,Maine,13246
28170,1366,4384,213,8489,446,237,8,167,10,6,0,1,0,0,--,56688,2874,8/7/2013,98142,4917,MD,Maryland,103059
33722,1364,5346,209,10478,393,312,16,195,9,10,0,0,0,0,--,67809,2746,8/7/2013,117872,4737,MA,Massachusetts,122609
34089,1312,5112,196,10532,431,288,13,177,9,6,0,0,0,0,--,68531,2768,8/7/2013,118735,4729,MI,Michigan,123464
18894,619,2911,88,5810,193,170,4,127,7,6,0,0,0,1,--,38153,1286,8/7/2013,66072,2197,MN,Minnesota,68269
22800,791,3606,128,7139,271,204,5,104,6,1,0,1,0,0,--,46918,1640,8/7/2013,80773,2841,MO,Missouri,83614
2026,620,297,107,643,191,20,5,13,3,1,0,0,0,0,--,4188,1331,8/7/2013,7188,2257,MT,Montana,9445
6383,612,1007,102,1941,178,76,6,31,5,2,0,1,0,0,--,12869,1242,8/7/2013,22310,2145,NE,Nebraska,24455
7157,512,1062,73,2185,150,69,2,37,2,1,0,0,0,0,--,14365,1036,8/7/2013,24876,1775,NH,New Hampshire,26651
67601,2795,10549,429,20922,906,595,24,368,11,18,0,0,0,2,--,136664,6016,8/7/2013,236719,10181,NJ,New Jersey,246900
6671,990,1055,176,2121,333,51,10,46,5,0,0,0,0,0,--,13634,2078,8/7/2013,23578,3592,NM,New Mexico,27170
107207,3327,16780,531,33349,1056,969,22,581,13,22,0,3,0,0,--,218309,6849,8/7/2013,377220,11798,NY,New York,389018
26114,5515,4083,823,8114,1694,213,51,152,36,3,1,0,0,0,--,52969,11537,8/7/2013,91648,19657,NC,North Carolina,111305
1592,883,257,155,460,270,14,9,9,4,0,0,0,0,0,--,3190,1729,8/7/2013,5522,3050,ND,North Dakota,8572
31103,4047,4839,598,9601,1234,292,32,186,19,5,0,0,0,0,--,62983,8222,8/7/2013,109009,14152,OH,Ohio,123161
7599,4375,1209,698,2359,1334,80,46,30,24,1,0,0,1,0,--,15591,8917,8/7/2013,26869,15395,OK,Oklahoma,42264
9373,1365,1368,200,2915,404,76,12,57,6,0,0,1,0,0,--,18900,2688,8/7/2013,32690,4675,OR,Oregon,37365
64901,10550,10102,1595,19645,3279,587,94,374,61,11,1,1,0,0,--,131158,21377,8/7/2013,226779,36957,PA,Pennsylvania,263736
4943,702,821,103,1551,221,54,12,24,4,0,0,0,0,0,--,9951,1402,8/7/2013,17344,2444,RI,Rhode Island,19788
11203,5613,1800,858,3513,1670,82,49,67,20,2,0,0,0,0,--,22954,11257,8/7/2013,39621,19467,SC,South Carolina,59088
2629,515,373,94,794,186,27,6,11,1,1,0,0,0,0,--,5347,1091,8/7/2013,9182,1893,SD,South Dakota,11075
16825,4363,2607,672,5065,1355,137,30,82,25,2,0,1,0,0,--,34606,9030,8/7/2013,59325,15475,TN,Tennessee,74800
56788,11627,8867,1904,17225,3507,491,86,285,52,8,0,3,1,0,--,115892,23452,8/7/2013,199559,40629,TX,Texas,240188
1076,457,146,82,414,135,12,2,10,2,0,0,0,0,0,--,2233,932,8/7/2013,3891,1610,VT,Vermont,5501
122,197,18,26,47,57,0,1,0,1,0,0,0,0,0,--,269,429,8/7/2013,456,711,VI,Virgin Islands,1167
28224,2673,4430,443,8502,746,238,20,164,11,3,0,1,0,0,--,57642,5562,8/7/2013,99204,9455,VA,Virginia,108659
15868,742,2454,109,4854,258,137,13,101,3,1,0,0,0,0,--,31862,1565,8/7/2013,55277,2690,WA,Washington,57967
7329,578,1062,91,2176,172,65,7,33,2,0,0,0,0,0,--,14485,1150,8/7/2013,25150,2000,WV,West Virginia,27150
19887,1669,2978,239,6125,526,172,13,115,14,3,1,0,0,0,--,40036,3346,8/7/2013,69316,5808,WI,Wisconsin,75124
11105,760,1735,120,3441,216,89,10,58,4,1,0,0,0,0,--,22386,1573,8/3/2013,38815,2683,AZ,Arizona,41498
1951,1259,305,181,599,449,21,11,6,10,0,0,0,0,0,--,3826,2653,8/3/2013,6708,4563,AR,Arkansas,11271
54396,0,8656,0,16321,0,498,0,295,0,8,0,1,0,0,--,108611,0,8/3/2013,188786,0,CA,California,188786
4587,2503,706,405,1477,793,55,21,16,19,0,1,0,0,0,--,9491,5200,8/3/2013,16332,8942,CO,Colorado,25274
6579,1750,1024,246,2059,575,65,14,35,6,2,1,0,0,0,--,13428,3626,8/3/2013,23192,6218,CT,Connecticut,29410
2739,284,440,36,882,88,26,4,15,2,0,0,0,0,0,--,5635,544,8/3/2013,9737,958,DE,Delaware,10695
1271,171,204,22,352,40,8,0,8,1,0,0,0,0,0,--,2435,286,8/3/2013,4278,520,DC,Dist. of Columbia,4798
33034,6667,5047,1010,10696,2163,300,52,214,38,10,0,0,1,0,--,67327,13701,8/3/2013,116628,23632,FL,Florida,140260
15323,983,2440,153,4700,288,144,11,82,9,1,0,2,0,0,--,30827,1932,8/3/2013,53519,3376,GA,Georgia,56895
2623,415,404,61,858,146,21,5,9,1,0,0,0,0,0,--,5331,807,8/3/2013,9246,1435,ID,Idaho,10681
17089,1640,2696,258,5319,521,148,11,101,6,1,0,0,0,0,--,34162,3280,8/3/2013,59516,5716,IL,Illinois,65232
9997,1569,1588,244,3128,414,92,18,60,14,1,0,0,0,0,--,20054,3051,8/3/2013,34920,5310,IN,Indiana,40230
4620,1194,721,187,1486,382,33,12,20,7,0,1,0,0,0,--,9174,2346,8/3/2013,16054,4129,IA,Iowa,20183
3378,288,562,48,1154,79,39,4,22,1,1,0,0,0,0,--,6687,565,8/3/2013,11843,985,KS,Kansas,12828
7087,647,1146,103,2169,214,64,9,48,6,1,0,0,0,0,--,14227,1403,8/3/2013,24742,2382,KY,Kentucky,27124
8473,1442,1307,229,2777,424,61,14,50,7,1,0,0,0,0,--,16268,2801,8/3/2013,28937,4917,LA,Louisiana,33854
1022,579,176,77,318,173,7,6,5,2,0,0,0,0,0,--,2021,1144,8/3/2013,3549,1981,ME,Maine,5530
10198,783,1631,121,3424,222,86,6,52,8,1,0,0,0,0,--,20648,1565,8/3/2013,36040,2705,MD,Maryland,38745
12228,766,1816,103,3760,271,99,2,74,3,3,0,0,0,0,--,24377,1491,8/3/2013,42357,2636,MA,Massachusetts,44993
14650,883,2233,143,4534,277,134,8,84,5,2,1,2,0,0,--,28909,1778,8/3/2013,50548,3095,MI,Michigan,53643
8223,400,1243,48,2591,122,79,3,65,5,4,0,0,0,0,--,16321,818,8/3/2013,28526,1396,MN,Minnesota,29922
10302,485,1658,79,3125,160,87,5,74,2,2,0,0,0,0,--,21129,1065,8/3/2013,36377,1796,MO,Missouri,38173
750,298,153,33,256,106,5,2,2,0,0,0,0,0,0,--,1571,565,8/3/2013,2737,1004,MT,Montana,3741
3112,402,469,67,954,134,26,5,21,1,0,0,0,0,0,--,6084,744,8/3/2013,10666,1353,NE,Nebraska,12019
3542,347,579,55,1170,91,31,0,17,0,1,0,0,0,0,--,7330,670,8/3/2013,12670,1163,NH,New Hampshire,13833
31366,1844,4953,296,9401,498,289,13,187,7,2,0,0,0,0,--,62766,3615,8/3/2013,108964,6273,NJ,New Jersey,115237
2656,480,435,70,892,146,25,3,17,1,1,0,0,0,0,--,5385,988,8/3/2013,9411,1688,NM,New Mexico,11099
52481,2185,8394,324,15971,664,445,26,296,7,8,0,0,0,0,--,106530,4539,8/3/2013,184125,7745,NY,New York,191870
11100,2993,1780,433,3632,964,99,23,67,25,0,2,0,0,0,--,22193,6093,8/3/2013,38871,10533,NC,North Carolina,49404
590,318,87,63,163,122,2,6,0,3,0,0,0,0,0,--,1082,706,8/3/2013,1924,1218,ND,North Dakota,3142
10742,1636,1657,292,3425,513,97,14,61,10,2,0,0,0,0,--,21303,3423,8/3/2013,37287,5888,OH,Ohio,43175
3404,1944,529,302,1045,634,29,16,28,12,2,0,0,0,0,--,6625,4020,8/3/2013,11662,6928,OK,Oklahoma,18590
4357,746,633,112,1378,233,42,8,32,5,1,0,0,0,0,--,8692,1559,8/3/2013,15135,2663,OR,Oregon,17798
30536,5523,4621,903,9558,1762,285,47,180,23,3,1,1,0,0,--,60357,11176,8/3/2013,105541,19435,PA,Pennsylvania,124976
2768,435,411,67,880,127,38,3,8,1,0,1,0,0,0,--,5594,974,8/3/2013,9699,1608,RI,Rhode Island,11307
4896,2640,814,405,1487,899,34,16,32,8,1,0,0,0,0,--,9701,5358,8/3/2013,16965,9326,SC,South Carolina,26291
1118,252,170,56,362,79,10,3,10,1,0,0,0,0,0,--,2438,558,8/3/2013,4108,949,SD,South Dakota,5057
6610,2008,1073,312,2013,638,58,12,35,14,0,1,0,0,0,--,12962,3917,8/3/2013,22751,6902,TN,Tennessee,29653
21451,5087,3397,782,6803,1617,195,46,133,29,4,1,0,1,0,--,42710,10328,8/3/2013,74693,17891,TX,Texas,92584
509,252,91,38,157,65,7,2,1,2,0,0,0,0,0,--,1031,493,8/3/2013,1796,852,VT,Vermont,2648
78,109,10,12,11,30,1,4,0,1,0,0,0,0,0,--,148,202,8/3/2013,248,358,VI,Virgin Islands,606
10036,1271,1537,206,3033,395,95,10,46,4,1,0,0,0,0,--,20133,2569,8/3/2013,34881,4455,VA,Virginia,39336
5969,417,941,60,1803,127,65,6,31,4,1,0,1,0,0,--,11881,819,8/3/2013,20692,1433,WA,Washington,22125
3232,346,518,54,1079,132,27,1,16,2,0,1,0,0,0,--,6637,688,8/3/2013,11509,1224,WV,West Virginia,12733
7795,949,1230,118,2493,275,88,10,45,4,1,0,0,0,0,--,15853,1871,8/3/2013,27505,3227,WI,Wisconsin,30732
7835,571,1155,86,2100,154,78,4,36,4,3,0,0,0,0,--,15669,1260,7/31/2013,26876,2079,AZ,Arizona,28955
1436,807,208,135,421,218,7,8,8,4,0,0,0,0,0,--,2761,1867,7/31/2013,4841,3039,AR,Arkansas,7880
42003,0,6542,0,12150,0,334,0,227,0,9,0,1,0,0,--,86729,0,7/31/2013,147995,0,CA,California,147995
3541,1862,538,311,994,557,30,18,26,8,0,0,0,0,0,--,7160,3821,7/31/2013,12289,6577,CO,Colorado,18866
5510,1474,786,241,1451,380,47,12,28,6,2,1,1,0,0,--,11195,3149,7/31/2013,19020,5263,CT,Connecticut,24283
1977,226,340,41,557,55,16,3,11,2,0,0,0,0,0,--,4016,452,7/31/2013,6917,779,DE,Delaware,7696
972,151,159,22,261,30,4,0,9,0,0,0,0,0,0,--,1978,257,7/31/2013,3383,460,DC,Dist. of Columbia,3843
24976,5347,3624,819,6911,1518,214,53,132,29,4,2,1,0,0,--,51226,11084,7/31/2013,87088,18852,FL,Florida,105940
10136,736,1600,117,2814,195,80,6,67,4,0,0,0,0,0,--,21005,1526,7/31/2013,35702,2584,GA,Georgia,38286
2069,349,292,50,644,98,16,3,13,4,0,0,0,0,0,--,4290,751,7/31/2013,7324,1255,ID,Idaho,8579
12701,1321,1995,222,3610,363,116,5,76,2,3,0,0,0,0,--,26239,2771,7/31/2013,44740,4684,IL,Illinois,49424
7115,1145,1105,173,1991,293,54,8,28,5,2,0,0,0,0,--,14279,2362,7/31/2013,24574,3986,IN,Indiana,28560
3444,874,532,149,955,238,32,8,19,6,1,0,0,0,0,--,6872,1766,7/31/2013,11855,3041,IA,Iowa,14896
2515,220,377,30,686,66,27,1,15,0,0,0,0,0,0,--,5130,447,7/31/2013,8750,764,KS,Kansas,9514
5017,503,818,72,1497,160,42,1,24,0,2,0,0,0,0,--,10285,1005,7/31/2013,17685,1741,KY,Kentucky,19426
5584,1086,896,179,1587,292,46,11,32,3,0,0,0,0,0,--,11506,2306,7/31/2013,19651,3877,LA,Louisiana,23528
713,420,104,63,186,107,6,4,7,0,0,0,0,0,0,--,1403,957,7/31/2013,2419,1551,ME,Maine,3970
7253,662,1081,86,2056,161,62,6,30,3,0,0,0,0,0,--,14698,1302,7/31/2013,25180,2220,MD,Maryland,27400
8780,655,1216,78,2315,149,59,5,47,3,4,1,0,0,0,--,17693,1432,7/31/2013,30114,2323,MA,Massachusetts,32437
10150,723,1567,118,2844,174,83,4,56,3,1,0,0,0,0,--,21262,1538,7/31/2013,35963,2560,MI,Michigan,38523
6012,320,894,52,1702,83,53,1,27,1,1,0,0,0,0,--,12052,649,7/31/2013,20741,1106,MN,Minnesota,21847
7043,407,1108,55,2000,128,65,3,36,2,1,0,0,0,0,--,14499,887,7/31/2013,24752,1482,MO,Missouri,26234
563,228,90,30,171,60,3,0,1,1,0,0,0,0,0,--,1252,453,7/31/2013,2080,772,MT,Montana,2852
2410,317,339,51,677,126,18,2,21,2,0,0,0,0,0,--,5061,663,7/31/2013,8526,1161,NE,Nebraska,9687
2441,297,384,45,671,62,20,1,10,2,0,0,0,0,0,--,5272,574,7/31/2013,8798,981,NH,New Hampshire,9779
21990,1427,3239,201,6294,390,180,21,112,9,1,1,0,0,0,--,44797,3123,7/31/2013,76613,5172,NJ,New Jersey,81785
1922,394,299,62,556,95,11,5,5,2,0,0,0,0,0,--,3956,824,7/31/2013,6749,1382,NM,New Mexico,8131
38407,1787,5961,269,10940,511,347,14,204,6,3,0,1,0,0,--,78321,3644,7/31/2013,134184,6231,NY,New York,140415
8134,2440,1234,363,2157,608,55,19,53,12,1,0,0,0,0,--,16438,5027,7/31/2013,28072,8469,NC,North Carolina,36541
425,314,67,61,110,72,4,2,4,2,0,0,0,0,0,--,948,646,7/31/2013,1558,1097,ND,North Dakota,2655
7683,1278,1200,189,2305,341,61,11,42,8,0,0,0,0,0,--,15925,2679,7/31/2013,27216,4506,OH,Ohio,31722
2189,1307,329,231,635,353,24,8,9,10,0,1,0,1,0,--,4484,2585,7/31/2013,7670,4496,OK,Oklahoma,12166
3039,531,502,92,891,157,32,5,17,1,0,0,0,1,0,--,6343,1156,7/31/2013,10824,1943,OR,Oregon,12767
21706,4259,3282,657,5864,1123,179,28,123,27,4,1,1,0,0,--,44176,8657,7/31/2013,75335,14752,PA,Pennsylvania,90087
1908,352,291,57,561,85,13,3,10,0,0,0,0,0,0,--,3982,803,7/31/2013,6765,1300,RI,Rhode Island,8065
3358,1962,508,299,936,533,31,21,12,7,0,2,0,0,0,--,6972,4122,7/31/2013,11817,6946,SC,South Carolina,18763
916,220,133,33,252,57,10,2,8,0,0,0,0,0,0,--,1788,407,7/31/2013,3107,719,SD,South Dakota,3826
4710,1460,672,207,1281,399,43,6,15,9,0,0,0,0,0,--,9655,3080,7/31/2013,16376,5161,TN,Tennessee,21537
14255,3681,2155,606,4140,1072,120,25,66,17,4,0,0,0,0,--,28684,7547,7/31/2013,49424,12948,TX,Texas,62372
376,221,58,30,108,44,3,2,5,2,0,0,0,0,0,--,866,397,7/31/2013,1416,696,VT,Vermont,2112
40,93,6,13,20,24,0,0,0,0,0,0,0,0,0,--,111,185,7/31/2013,177,315,VI,Virgin Islands,492
7359,1057,1112,156,2049,246,68,8,50,3,1,0,0,0,0,--,14951,2157,7/31/2013,25590,3627,VA,Virginia,29217
4849,306,799,40,1454,91,36,2,26,3,0,0,0,0,0,--,9841,712,7/31/2013,17005,1154,WA,Washington,18159
2355,274,342,54,653,72,21,3,12,2,0,0,0,0,0,--,4917,534,7/31/2013,8300,939,WV,West Virginia,9239
5565,714,831,95,1592,183,36,4,35,2,0,0,0,0,0,--,11181,1434,7/31/2013,19240,2432,WI,Wisconsin,21672
5385,511,794,62,1466,110,42,2,26,4,0,0,0,0,0,--,11276,1080,7/27/2013,18989,1769,AZ,Arizona,20758
1115,684,162,102,334,213,3,6,7,4,0,0,0,0,0,--,2300,1403,7/27/2013,3921,2412,AR,Arkansas,6333
31316,0,4678,0,8885,0,233,0,165,0,1,0,0,0,0,--,64061,0,7/27/2013,109339,0,CA,California,109339
2797,1567,430,233,795,462,19,12,16,13,2,0,0,0,0,--,5574,3274,7/27/2013,9633,5561,CO,Colorado,15194
3629,1119,571,178,1003,301,25,8,24,2,0,0,0,0,0,--,7408,2351,7/27/2013,12660,3959,CT,Connecticut,16619
1486,171,225,29,438,31,12,1,9,1,0,0,0,0,0,--,3132,340,7/27/2013,5302,573,DE,Delaware,5875
673,96,97,13,177,27,6,0,2,0,0,0,0,0,0,--,1329,248,7/27/2013,2284,384,DC,Dist. of Columbia,2668
20713,4714,3214,691,5887,1256,171,32,99,24,3,0,0,0,0,--,42844,9422,7/27/2013,72931,16139,FL,Florida,89070
7482,595,1155,97,2116,155,62,6,41,1,3,0,0,0,0,--,15485,1205,7/27/2013,26344,2059,GA,Georgia,28403
1772,309,278,31,478,80,22,3,16,3,1,0,0,0,0,--,3596,679,7/27/2013,6163,1105,ID,Idaho,7268
9625,1061,1421,161,2728,299,91,7,45,5,2,0,0,0,0,--,19663,2261,7/27/2013,33575,3794,IL,Illinois,37369
5621,992,866,157,1616,268,46,8,29,3,1,0,0,0,0,--,11741,2091,7/27/2013,19920,3519,IN,Indiana,23439
2587,823,388,110,732,198,22,7,9,2,1,0,0,0,0,--,5356,1553,7/27/2013,9095,2693,IA,Iowa,11788
2052,196,277,32,556,55,10,0,7,0,1,0,1,0,0,--,4105,421,7/27/2013,7009,704,KS,Kansas,7713
4259,425,676,44,1216,128,42,3,20,3,2,0,0,0,0,--,8667,915,7/27/2013,14882,1518,KY,Kentucky,16400
4630,990,687,138,1360,286,37,11,18,4,1,0,0,0,0,--,9760,2031,7/27/2013,16493,3460,LA,Louisiana,19953
651,401,100,68,186,103,4,9,3,1,0,0,0,0,0,--,1311,846,7/27/2013,2255,1428,ME,Maine,3683
5065,522,737,70,1423,126,38,3,29,1,0,0,0,0,0,--,10508,1039,7/27/2013,17800,1761,MD,Maryland,19561
6690,530,984,92,1788,105,51,6,37,2,0,0,0,0,0,--,13719,1121,7/27/2013,23269,1856,MA,Massachusetts,25125
7688,609,1112,97,2160,142,51,5,38,3,1,0,0,0,0,--,15802,1278,7/27/2013,26852,2134,MI,Michigan,28986
4603,252,716,36,1302,78,37,1,23,2,1,0,0,0,0,--,9162,546,7/27/2013,15844,915,MN,Minnesota,16759
5557,339,825,50,1535,88,47,4,30,3,1,1,0,0,0,--,11153,699,7/27/2013,19148,1184,MO,Missouri,20332
517,272,72,29,131,58,3,4,3,0,1,0,0,0,0,--,1034,454,7/27/2013,1761,817,MT,Montana,2578
1975,293,298,42,530,68,18,4,16,0,0,0,0,0,0,--,3927,595,7/27/2013,6764,1002,NE,Nebraska,7766
1961,233,288,29,534,62,12,0,8,2,0,0,0,0,0,--,3922,496,7/27/2013,6725,822,NH,New Hampshire,7547
14398,1109,2260,157,4118,326,131,8,77,2,4,0,1,0,0,--,29210,2254,7/27/2013,50199,3856,NJ,New Jersey,54055
1460,318,212,51,444,70,17,4,11,1,0,0,0,0,0,--,2970,661,7/27/2013,5114,1105,NM,New Mexico,6219
27563,1384,4193,203,7711,374,199,15,166,5,8,0,0,0,0,--,55652,2928,7/27/2013,95492,4909,NY,New York,100401
6172,1845,920,271,1639,496,46,8,31,11,1,0,1,0,0,--,12453,3861,7/27/2013,21263,6492,NC,North Carolina,27755
338,238,55,25,86,54,7,5,2,3,0,0,0,0,0,--,719,484,7/27/2013,1207,809,ND,North Dakota,2016
5588,1086,914,145,1646,264,40,6,32,2,0,1,0,0,0,--,11423,2280,7/27/2013,19643,3784,OH,Ohio,23427
1756,1063,272,165,504,301,10,4,10,6,1,0,0,0,0,--,3550,2311,7/27/2013,6103,3850,OK,Oklahoma,9953
2368,444,399,73,661,97,36,6,8,4,2,1,0,0,0,--,4875,995,7/27/2013,8349,1620,OR,Oregon,9969
15488,3223,2352,495,4436,911,134,31,84,15,0,0,0,0,0,--,30923,6727,7/27/2013,53417,11402,PA,Pennsylvania,64819
1490,283,221,35,410,80,11,2,11,0,2,1,0,0,0,--,3154,625,7/27/2013,5299,1026,RI,Rhode Island,6325
2806,1617,404,244,780,432,26,8,12,13,0,0,1,0,0,--,5688,3360,7/27/2013,9717,5674,SC,South Carolina,15391
702,170,117,20,205,46,12,1,4,1,0,0,0,0,0,--,1451,375,7/27/2013,2491,613,SD,South Dakota,3104
3749,1256,595,184,1053,355,22,14,19,8,0,0,0,0,0,--,7585,2586,7/27/2013,13023,4403,TN,Tennessee,17426
10907,3011,1658,495,3054,811,81,18,51,14,2,0,0,0,0,--,21875,5987,7/27/2013,37628,10336,TX,Texas,47964
305,173,41,23,81,51,3,1,3,0,0,0,0,0,0,--,663,383,7/27/2013,1096,631,VT,Vermont,1727
50,93,7,13,15,17,0,0,0,1,0,0,0,0,0,--,124,185,7/27/2013,196,309,VI,Virgin Islands,505
5370,771,754,107,1507,190,34,2,35,5,1,0,0,0,0,--,10915,1670,7/27/2013,18616,2745,VA,Virginia,21361
3082,252,433,35,886,67,31,3,14,1,0,0,0,0,0,--,6271,539,7/27/2013,10717,897,WA,Washington,11614
1875,222,282,24,533,74,8,0,10,1,0,0,0,0,0,--,3890,505,7/27/2013,6598,826,WV,West Virginia,7424
4404,589,664,80,1259,164,33,1,21,3,1,0,0,0,0,--,8696,1322,7/27/2013,15078,2159,WI,Wisconsin,17237
