1_PB PB,1_PB PP,2_PB PB,2_PB PP,3 PB,3 PP,3_PB PB,3_PB PP,4 PB,4 PP,4_PB PB,4_PB PP,5 PB,5 PP,5_PB PB,5_PB PP,PB_Only PB,PB_Only PP,date,pb_winners,pp_winners,state_abbr,states,total_winners
3655,460,636,92,1241,149,40,5,18,3,0,0,0,0,0,--,6202,769,8/28/2013,11792,1478,KY,Kentucky,13270
3972,935,703,183,1518,414,43,14,30,5,1,1,0,0,0,--,7078,1662,8/28/2013,13345,3214,LA,Louisiana,16559
500,406,118,90,244,187,6,9,6,3,0,0,0,0,0,--,957,724,8/28/2013,1831,1419,ME,Maine,3250
3928,478,761,89,1687,213,43,12,30,5,0,0,0,0,0,--,7073,734,8/28/2013,13522,1531,MD,Maryland,15053
4823,548,979,125,2046,304,72,13,39,6,0,0,0,0,0,--,8075,831,8/28/2013,16034,1827,MA,Massachusetts,17861
5659,557,1018,139,2241,275,69,10,42,9,1,0,0,0,0,--,10042,940,8/28/2013,19072,1930,MI,Michigan,21002
3523,272,599,62,1223,108,36,3,25,1,1,0,0,0,0,--,6118,459,8/28/2013,11525,905,MN,Minnesota,12430
4394,333,748,56,1545,124,60,4,37,0,0,0,0,0,0,--,7386,571,8/28/2013,14170,1088,MO,Missouri,15258
535,236,98,45,214,75,5,3,5,4,0,0,0,0,0,--,946,355,8/28/2013,1803,718,MT,Montana,2521
1647,266,340,41,586,113,15,5,10,0,0,0,0,0,0,--,2766,477,8/28/2013,5364,902,NE,Nebraska,6266
1397,220,281,39,684,88,18,4,18,1,0,0,1,0,0,--,2465,317,8/28/2013,4864,669,NH,New Hampshire,5533
10694,1013,2027,212,4200,484,146,19,81,5,3,0,0,0,0,--,18952,1748,8/28/2013,36103,3481,NJ,New Jersey,39584
1313,294,248,66,463,116,12,3,8,1,0,0,0,0,0,--,2278,535,8/28/2013,4322,1015,NM,New Mexico,5337
18904,1378,3558,244,7240,552,249,16,152,12,6,0,0,0,0,--,33369,2213,8/28/2013,63478,4415,NY,New York,67893
4855,1715,890,325,1992,817,77,26,53,21,0,0,0,0,0,--,8282,2763,8/28/2013,16149,5667,NC,North Carolina,21816
255,185,50,31,105,79,4,3,2,1,0,0,0,0,0,--,429,396,8/28/2013,845,695,ND,North Dakota,1540
4212,996,811,187,1658,432,47,14,36,12,2,0,0,0,0,--,7792,1853,8/28/2013,14558,3494,OH,Ohio,18052
1404,1033,231,194,529,380,19,10,11,6,0,1,0,0,0,--,2351,1841,8/28/2013,4545,3465,OK,Oklahoma,8010
1634,436,295,82,621,168,22,12,14,6,0,0,0,0,0,--,2874,725,8/28/2013,5460,1429,OR,Oregon,6889
10747,2738,1960,578,4106,1078,161,41,81,23,1,1,0,0,0,--,18700,4474,8/28/2013,35756,8933,PA,Pennsylvania,44689
1170,277,230,61,551,134,19,9,15,3,1,0,0,0,0,--,1993,449,8/28/2013,3979,933,RI,Rhode Island,4912
2219,1473,427,289,922,624,34,19,17,14,0,1,0,0,0,--,3750,2557,8/28/2013,7369,4977,SC,South Carolina,12346
613,171,123,45,229,58,5,4,8,2,0,0,0,0,0,--,1014,278,8/28/2013,1992,558,SD,South Dakota,2550
3179,1205,546,233,1196,534,40,22,22,10,3,1,0,0,0,--,5469,1945,8/28/2013,10455,3950,TN,Tennessee,14405
7957,2720,1476,489,3272,976,113,35,80,17,1,0,0,0,0,--,14369,4614,8/28/2013,27268,8851,TX,Texas,36119
270,143,32,30,120,72,3,5,3,0,0,0,0,0,0,--,477,225,8/28/2013,905,475,VT,Vermont,1380
48,82,6,16,27,44,0,0,1,0,0,0,0,0,0,--,80,147,8/28/2013,162,289,VI,Virgin Islands,451
4329,753,840,147,1866,358,68,6,42,8,0,0,0,0,0,--,7502,1231,8/28/2013,14647,2503,VA,Virginia,17150
2484,265,429,52,851,86,29,2,13,2,1,0,0,0,0,--,4480,401,8/28/2013,8287,808,WA,Washington,9095
1660,226,326,39,668,95,12,5,9,2,0,0,0,0,0,--,2772,399,8/28/2013,5447,766,WV,West Virginia,6213
3415,572,575,106,1238,244,29,10,24,4,1,0,0,0,0,--,6085,1072,8/28/2013,11367,2008,WI,Wisconsin,13375
3624,393,593,66,1043,118,26,0,26,1,0,0,0,0,0,--,7085,800,8/24/2013,12397,1378,AZ,Arizona,13775
805,581,119,105,220,150,6,9,6,1,0,0,0,0,0,--,1415,1163,8/24/2013,2571,2009,AR,Arkansas,4580
20514,0,3194,0,6011,0,187,0,121,0,4,0,0,0,0,--,40532,0,8/24/2013,70563,0,CA,California,70563
1813,1250,285,219,496,377,12,13,6,9,0,0,0,0,0,--,3549,2496,8/24/2013,6161,4364,CO,Colorado,10525
2260,860,349,141,642,237,22,4,8,4,0,0,0,0,0,--,4401,1631,8/24/2013,7682,2877,CT,Connecticut,10559
916,149,145,29,297,33,5,0,5,1,0,0,0,0,0,--,1919,257,8/24/2013,3287,469,DE,Delaware,3756
464,82,80,15,138,17,1,0,1,0,0,0,0,0,0,--,1013,167,8/24/2013,1697,281,DC,Dist. of Columbia,1978
16661,4213,2638,635,4906,1179,142,39,90,11,5,1,0,0,0,--,31761,7953,8/24/2013,56203,14031,FL,Florida,70234
4854,471,680,50,1392,131,35,4,28,2,0,0,0,0,0,--,9283,957,8/24/2013,16272,1615,GA,Georgia,17887
1230,225,185,52,371,58,10,4,7,1,0,0,0,0,0,--,2461,473,8/24/2013,4264,813,ID,Idaho,5077
5350,786,855,109,1483,213,49,7,25,2,2,0,1,0,0,--,10788,1469,8/24/2013,18553,2586,IL,Illinois,21139
3521,744,529,103,996,176,25,7,17,4,1,0,0,0,0,--,7029,1460,8/24/2013,12118,2494,IN,Indiana,14612
1685,539,291,104,467,180,8,6,7,4,1,0,0,0,0,--,3321,1051,8/24/2013,5780,1884,IA,Iowa,7664
1523,165,235,26,418,41,10,3,8,0,0,0,0,0,0,--,3029,350,8/24/2013,5223,585,KS,Kansas,5808
2995,336,474,49,911,93,37,1,23,0,1,0,0,0,0,--,6086,734,8/24/2013,10527,1213,KY,Kentucky,11740
3393,795,491,142,1017,240,12,8,11,2,0,0,0,0,0,--,6723,1561,8/24/2013,11647,2748,LA,Louisiana,14395
565,417,70,66,158,96,3,3,5,5,0,0,0,0,0,--,1033,762,8/24/2013,1834,1349,ME,Maine,3183
3679,413,584,75,1034,142,31,2,21,2,1,0,1,0,0,--,7080,854,8/24/2013,12431,1488,MD,Maryland,13919
3444,397,517,62,828,111,31,6,17,1,0,0,0,0,0,--,6777,743,8/24/2013,11614,1320,MA,Massachusetts,12934
4150,417,656,63,1271,138,37,4,28,1,0,0,0,0,0,--,8476,897,8/24/2013,14618,1520,MI,Michigan,16138
2928,235,424,32,898,56,20,3,10,1,0,0,0,0,0,--,5906,483,8/24/2013,10186,810,MN,Minnesota,10996
3632,261,546,41,1045,70,30,1,16,1,0,0,0,0,0,--,7001,567,8/24/2013,12270,941,MO,Missouri,13211
398,161,71,23,122,53,3,0,1,4,0,0,0,0,0,--,843,354,8/24/2013,1438,595,MT,Montana,2033
1393,179,206,38,381,71,9,3,1,1,0,0,0,0,0,--,2561,425,8/24/2013,4551,717,NE,Nebraska,5268
1311,170,201,21,389,54,8,1,8,0,0,0,0,0,0,--,2522,353,8/24/2013,4439,599,NH,New Hampshire,5038
7493,758,1134,107,2295,209,57,6,29,6,5,1,0,0,0,--,14877,1474,8/24/2013,25890,2561,NJ,New Jersey,28451
1065,256,187,33,278,87,6,4,8,0,0,0,0,0,0,--,2089,538,8/24/2013,3633,918,NM,New Mexico,4551
13057,896,2015,148,3942,256,120,12,88,2,2,0,1,0,0,--,25978,1803,8/24/2013,45203,3117,NY,New York,48320
4547,1628,754,249,1387,410,52,6,28,11,1,0,0,0,0,--,8991,3181,8/24/2013,15760,5485,NC,North Carolina,21245
238,192,40,25,69,52,1,1,2,1,0,0,0,0,0,--,445,367,8/24/2013,795,638,ND,North Dakota,1433
3467,879,523,138,1032,237,26,11,15,5,1,0,0,0,0,--,6729,1785,8/24/2013,11793,3055,OH,Ohio,14848
1295,990,188,158,375,287,14,13,4,6,0,0,0,0,0,--,2457,1935,8/24/2013,4333,3389,OK,Oklahoma,7722
1336,302,203,52,375,76,10,2,8,3,0,0,0,0,0,--,2617,655,8/24/2013,4549,1090,OR,Oregon,5639
8585,2303,1343,375,2586,679,71,21,43,12,1,0,0,0,0,--,16378,4347,8/24/2013,29007,7737,PA,Pennsylvania,36744
1013,230,188,32,288,65,8,3,5,0,1,0,0,0,0,--,1945,478,8/24/2013,3448,808,RI,Rhode Island,4256
2094,1495,324,219,653,418,21,12,9,9,2,0,0,0,0,--,4126,2799,8/24/2013,7229,4952,SC,South Carolina,12181
494,153,76,28,182,45,2,3,0,4,0,0,0,0,0,--,969,284,8/24/2013,1723,517,SD,South Dakota,2240
2922,1070,481,176,835,301,23,8,20,4,0,0,0,0,0,--,5455,2143,8/24/2013,9736,3702,TN,Tennessee,13438
7230,2379,1165,389,2147,670,80,23,30,16,1,0,1,0,0,--,14520,4602,8/24/2013,25174,8079,TX,Texas,33253
235,126,26,23,57,39,1,2,3,0,0,0,0,0,0,--,430,292,8/24/2013,752,482,VT,Vermont,1234
33,78,4,12,14,26,0,3,0,0,0,0,0,0,0,--,81,152,8/24/2013,132,271,VI,Virgin Islands,403
3966,662,598,118,1137,183,39,5,25,5,0,0,0,0,0,--,7708,1299,8/24/2013,13473,2272,VA,Virginia,15745
1910,176,313,28,622,60,19,1,6,1,0,0,0,0,0,--,3684,341,8/24/2013,6554,607,WA,Washington,7161
1369,184,240,30,437,48,9,2,11,2,0,0,0,0,0,--,2753,390,8/24/2013,4819,656,WV,West Virginia,5475
2792,434,470,62,847,135,26,5,11,1,0,0,0,0,0,--,5541,958,8/24/2013,9687,1595,WI,Wisconsin,11282
3253,375,472,39,870,84,26,1,16,4,0,0,1,0,0,--,7231,864,8/21/2013,11869,1367,AZ,Arizona,13236
589,456,87,76,136,127,4,3,5,2,0,0,0,0,0,--,1245,954,8/21/2013,2066,1618,AR,Arkansas,3684
18968,0,2876,0,5183,0,157,0,120,0,6,0,0,0,0,--,40442,0,8/21/2013,67752,0,CA,California,67752
1351,1032,215,134,392,247,16,8,10,2,1,0,0,0,0,--,3098,2330,8/21/2013,5083,3753,CO,Colorado,8836
1608,632,227,87,469,168,10,4,14,3,0,0,0,0,0,--,3731,1486,8/21/2013,6059,2380,CT,Connecticut,8439
735,97,99,14,213,32,8,1,6,0,1,0,0,0,0,--,1566,213,8/21/2013,2628,357,DE,Delaware,2985
475,69,70,15,109,18,7,0,1,0,0,0,0,0,0,--,954,154,8/21/2013,1616,256,DC,Dist. of Columbia,1872
11227,3033,1604,406,3229,755,84,28,71,18,4,1,1,0,0,--,25246,6652,8/21/2013,41466,10893,FL,Florida,52359
3947,444,587,61,1105,122,41,2,23,3,0,0,0,0,0,--,8367,915,8/21/2013,14070,1547,GA,Georgia,15617
1172,227,163,31,319,52,5,2,6,0,0,0,0,0,0,--,2590,511,8/21/2013,4255,823,ID,Idaho,5078
4502,617,642,100,1207,173,39,5,27,1,3,0,0,0,0,--,9749,1465,8/21/2013,16169,2361,IL,Illinois,18530
2632,518,391,72,739,160,21,5,17,1,0,0,0,0,0,--,5747,1302,8/21/2013,9547,2058,IN,Indiana,11605
1278,451,206,69,367,117,9,4,4,7,0,0,0,0,0,--,2974,1002,8/21/2013,4838,1650,IA,Iowa,6488
1253,134,172,20,357,42,11,2,8,0,0,0,0,0,0,--,2717,284,8/21/2013,4518,482,KS,Kansas,5000
2663,285,364,45,653,80,28,3,13,3,1,0,0,0,0,--,5684,716,8/21/2013,9406,1132,KY,Kentucky,10538
2579,673,409,84,790,181,35,9,15,3,0,0,0,0,0,--,5863,1460,8/21/2013,9691,2410,LA,Louisiana,12101
390,264,42,44,132,85,2,2,0,2,0,1,0,0,0,--,955,638,8/21/2013,1521,1036,ME,Maine,2557
2773,341,390,46,769,97,26,4,9,2,0,0,0,0,0,--,5977,753,8/21/2013,9944,1243,MD,Maryland,11187
2451,245,339,38,690,64,20,4,18,1,2,0,0,0,0,--,5707,671,8/21/2013,9227,1023,MA,Massachusetts,10250
3285,334,495,47,907,95,22,1,12,2,2,0,0,0,0,--,7498,848,8/21/2013,12221,1327,MI,Michigan,13548
2411,184,323,24,654,62,23,1,9,0,0,0,0,0,0,--,5362,479,8/21/2013,8782,750,MN,Minnesota,9532
3223,270,480,36,868,64,29,4,16,0,1,0,0,0,0,--,6982,581,8/21/2013,11599,955,MO,Missouri,12554
416,165,54,16,111,49,3,1,0,0,0,0,0,0,0,--,884,405,8/21/2013,1468,636,MT,Montana,2104
1173,186,174,32,285,42,18,2,7,0,1,0,0,0,0,--,2519,472,8/21/2013,4177,734,NE,Nebraska,4911
909,127,142,21,247,33,12,4,6,1,0,0,0,0,0,--,2131,320,8/21/2013,3447,506,NH,New Hampshire,3953
6670,704,1003,94,1797,173,57,3,28,1,1,1,0,0,0,--,14799,1642,8/21/2013,24355,2618,NJ,New Jersey,26973
892,216,142,32,279,60,10,3,6,3,0,0,0,0,0,--,2008,526,8/21/2013,3337,840,NM,New Mexico,4177
11148,760,1724,103,2966,190,95,9,54,0,4,0,0,0,0,--,24413,1855,8/21/2013,40404,2917,NY,New York,43321
3312,1167,468,176,867,302,24,14,23,7,0,0,0,0,0,--,7092,2733,8/21/2013,11786,4399,NC,North Carolina,16185
200,171,29,25,44,56,2,0,0,1,0,0,0,0,0,--,404,367,8/21/2013,679,620,ND,North Dakota,1299
2643,683,364,116,773,200,29,1,19,1,2,1,0,0,0,--,5941,1669,8/21/2013,9771,2671,OH,Ohio,12442
921,767,151,100,246,203,7,3,6,6,0,0,0,0,0,--,2027,1613,8/21/2013,3358,2692,OK,Oklahoma,6050
1068,282,139,32,312,79,11,2,10,2,0,0,0,0,0,--,2337,638,8/21/2013,3877,1035,OR,Oregon,4912
6659,1877,1006,279,1777,495,37,15,36,8,0,0,0,0,0,--,14624,4368,8/21/2013,24139,7042,PA,Pennsylvania,31181
811,205,128,27,207,43,5,1,4,1,0,0,0,0,0,--,1773,455,8/21/2013,2928,732,RI,Rhode Island,3660
1477,1009,244,167,438,291,9,10,8,2,0,0,0,0,0,--,3280,2372,8/21/2013,5456,3851,SC,South Carolina,9307
402,115,55,19,112,26,5,0,1,0,1,0,0,0,0,--,899,295,8/21/2013,1475,455,SD,South Dakota,1930
2183,885,312,148,584,224,12,5,14,4,0,0,0,0,0,--,4682,1957,8/21/2013,7787,3223,TN,Tennessee,11010
5591,1891,878,256,1556,528,39,16,22,11,1,1,0,0,0,--,11848,4048,8/21/2013,19935,6751,TX,Texas,26686
196,119,14,12,55,27,2,0,1,0,0,0,0,0,0,--,383,238,8/21/2013,651,396,VT,Vermont,1047
26,51,5,2,9,20,0,0,0,0,0,0,0,0,0,--,74,120,8/21/2013,114,193,VI,Virgin Islands,307
2850,474,450,77,791,129,19,1,21,0,1,0,0,0,0,--,6314,1166,8/21/2013,10446,1847,VA,Virginia,12293
1691,165,238,28,495,58,13,1,7,1,0,0,0,0,0,--,3445,376,8/21/2013,5889,629,WA,Washington,6518
1071,141,146,21,239,42,6,0,4,1,0,0,0,0,0,--,2358,353,8/21/2013,3824,558,WV,West Virginia,4382
2405,435,392,67,645,107,23,1,20,4,0,0,0,0,0,--,5395,974,8/21/2013,8880,1588,WI,Wisconsin,10468
3472,389,475,49,862,94,22,2,12,2,0,0,0,0,0,--,7683,882,8/17/2013,12526,1418,AZ,Arizona,13944
640,482,100,62,185,144,5,3,2,0,0,0,0,0,0,--,1430,1101,8/17/2013,2362,1792,AR,Arkansas,4154
18753,0,2745,0,4999,0,158,0,95,0,3,0,0,0,0,--,40875,0,8/17/2013,67628,0,CA,California,67628
1417,1083,200,168,399,288,13,11,11,7,0,0,0,0,0,--,3029,2395,8/17/2013,5069,3952,CO,Colorado,9021
1718,681,281,108,450,183,17,3,15,2,0,1,0,0,0,--,3950,1512,8/17/2013,6431,2490,CT,Connecticut,8921
772,134,114,24,197,25,8,0,5,0,0,0,0,0,0,--,1658,231,8/17/2013,2754,414,DE,Delaware,3168
408,74,60,7,101,14,1,1,2,0,0,0,0,0,0,--,988,162,8/17/2013,1560,258,DC,Dist. of Columbia,1818
12579,3381,1885,490,3528,871,113,28,55,15,0,0,0,0,0,--,27495,7274,8/17/2013,45655,12059,FL,Florida,57714
4318,461,652,55,1112,112,25,2,19,2,2,0,0,0,0,--,9448,929,8/17/2013,15576,1561,GA,Georgia,17137
1203,255,200,34,303,73,5,3,7,0,0,0,0,0,0,--,2690,537,8/17/2013,4408,902,ID,Idaho,5310
4602,676,714,95,1267,187,29,2,22,3,1,1,0,0,0,--,9700,1450,8/17/2013,16335,2414,IL,Illinois,18749
3095,645,488,92,823,188,23,4,11,2,0,0,0,0,0,--,6533,1442,8/17/2013,10973,2373,IN,Indiana,13346
1432,468,198,72,387,151,13,3,5,2,0,0,0,0,0,--,3026,1049,8/17/2013,5061,1745,IA,Iowa,6806
1342,148,197,30,349,46,14,2,6,0,0,0,0,0,0,--,2826,315,8/17/2013,4734,541,KS,Kansas,5275
2830,338,402,54,754,84,24,2,11,1,0,0,0,0,0,--,6101,756,8/17/2013,10122,1235,KY,Kentucky,11357
2952,706,461,109,843,212,19,1,21,2,1,0,0,0,0,--,6294,1603,8/17/2013,10591,2633,LA,Louisiana,13224
465,301,73,44,112,87,4,1,2,4,0,0,0,0,0,--,882,640,8/17/2013,1538,1077,ME,Maine,2615
2972,358,401,45,825,86,13,4,11,4,0,0,0,0,0,--,6311,732,8/17/2013,10533,1229,MD,Maryland,11762
2554,280,409,39,695,55,22,1,17,0,0,0,0,0,0,--,5786,620,8/17/2013,9483,995,MA,Massachusetts,10478
3710,361,536,54,1018,93,31,3,16,1,3,0,0,0,0,--,7449,801,8/17/2013,12763,1313,MI,Michigan,14076
2444,210,327,34,643,62,22,1,10,2,0,0,0,0,0,--,5299,438,8/17/2013,8745,747,MN,Minnesota,9492
3413,294,483,45,889,68,25,2,25,1,1,0,0,0,0,--,7355,627,8/17/2013,12191,1037,MO,Missouri,13228
432,164,51,26,117,48,2,3,0,1,0,0,0,0,0,--,844,380,8/17/2013,1446,622,MT,Montana,2068
1194,225,185,19,311,34,12,1,5,0,0,0,0,0,0,--,2620,450,8/17/2013,4327,729,NE,Nebraska,5056
1010,161,146,31,310,40,7,0,4,1,0,0,0,0,0,--,2250,332,8/17/2013,3727,565,NH,New Hampshire,4292
6435,708,964,94,1656,157,38,9,32,3,0,0,0,0,0,--,14005,1609,8/17/2013,23130,2580,NJ,New Jersey,25710
932,246,113,32,266,65,12,4,8,0,0,0,0,0,0,--,2094,519,8/17/2013,3425,866,NM,New Mexico,4291
11327,812,1686,108,2928,196,81,10,56,2,1,0,0,0,0,--,24693,1841,8/17/2013,40772,2969,NY,New York,43741
3698,1441,575,192,979,332,36,7,13,2,1,0,0,0,0,--,7981,3097,8/17/2013,13283,5071,NC,North Carolina,18354
199,172,21,39,54,32,2,1,2,1,0,0,0,0,0,--,439,334,8/17/2013,717,579,ND,North Dakota,1296
2884,742,432,113,813,195,23,4,12,6,0,0,0,0,0,--,5949,1596,8/17/2013,10113,2656,OH,Ohio,12769
1012,830,159,122,277,235,10,9,2,6,0,0,0,0,0,--,2150,1736,8/17/2013,3610,2938,OK,Oklahoma,6548
1053,324,171,48,263,75,13,2,4,0,0,0,0,0,0,--,2284,635,8/17/2013,3788,1084,OR,Oregon,4872
6907,2031,1067,325,1857,493,65,21,41,5,0,0,0,0,0,--,15081,4594,8/17/2013,25018,7469,PA,Pennsylvania,32487
865,219,146,37,221,48,12,2,3,2,0,0,0,0,0,--,2015,484,8/17/2013,3262,792,RI,Rhode Island,4054
1745,1266,267,181,492,344,20,12,7,5,0,0,0,0,0,--,3598,2683,8/17/2013,6129,4491,SC,South Carolina,10620
451,117,77,20,119,32,4,1,2,0,0,0,0,0,0,--,927,261,8/17/2013,1580,431,SD,South Dakota,2011
2403,1052,370,123,633,231,14,4,16,3,0,0,0,0,0,--,5220,2213,8/17/2013,8656,3626,TN,Tennessee,12282
5852,2110,876,307,1650,553,50,16,33,7,1,0,0,0,0,--,12310,4411,8/17/2013,20772,7404,TX,Texas,28176
199,126,30,27,42,35,3,0,0,1,1,0,0,0,0,--,396,271,8/17/2013,671,460,VT,Vermont,1131
38,69,8,9,10,23,0,0,0,0,0,0,0,0,0,--,71,137,8/17/2013,127,238,VI,Virgin Islands,365
3116,610,440,75,859,175,27,2,20,3,0,0,0,0,0,--,6737,1240,8/17/2013,11199,2105,VA,Virginia,13304
1560,173,249,25,421,45,10,2,7,1,0,0,0,0,0,--,3467,378,8/17/2013,5714,624,WA,Washington,6338
1246,172,203,17,310,30,8,1,6,1,0,0,1,0,0,--,2557,380,8/17/2013,4331,601,WV,West Virginia,4932
2600,450,359,68,655,89,20,2,8,5,1,1,0,0,0,--,5539,1041,8/17/2013,9182,1656,WI,Wisconsin,10838
2803,299,450,58,1055,107,31,4,13,2,0,0,0,0,0,--,5619,634,8/14/2013,9971,1104,AZ,Arizona,11075
541,445,89,68,193,133,6,2,5,3,0,0,0,0,0,--,1145,886,8/14/2013,1979,1537,AR,Arkansas,3516
17535,0,2874,0,5428,0,151,0,110,0,2,0,1,0,0,--,33825,0,8/14/2013,59926,0,CA,California,59926
1347,964,237,141,384,328,14,11,4,2,0,0,0,0,0,--,2551,2011,8/14/2013,4537,3457,CO,Colorado,7994
1631,641,273,105,539,189,13,9,6,3,1,0,0,0,0,--,3162,1238,8/14/2013,5625,2185,CT,Connecticut,7810
649,102,121,11,231,27,10,0,4,0,0,0,0,0,0,--,1303,212,8/14/2013,2318,352,DE,Delaware,2670
404,59,71,6,112,21,5,0,5,0,0,0,0,0,0,--,775,120,8/14/2013,1372,206,DC,Dist. of Columbia,1578
11070,2803,1813,461,3833,1029,84,33,71,26,1,1,0,0,0,--,21560,5632,8/14/2013,38432,9985,FL,Florida,48417
3420,335,547,64,1201,123,31,7,24,0,1,0,0,0,0,--,6802,724,8/14/2013,12026,1253,GA,Georgia,13279
1124,190,188,30,406,73,14,0,6,2,0,1,0,0,0,--,2160,409,8/14/2013,3898,705,ID,Idaho,4603
4242,661,681,97,1259,199,38,6,24,5,0,0,0,0,0,--,7979,1179,8/14/2013,14223,2147,IL,Illinois,16370
2710,596,425,102,831,191,19,5,9,3,0,0,0,0,0,--,5192,1127,8/14/2013,9186,2024,IN,Indiana,11210
1208,457,204,71,401,163,16,1,5,2,0,0,0,0,0,--,2555,888,8/14/2013,4389,1582,IA,Iowa,5971
1134,121,197,18,385,40,10,2,10,0,0,0,0,0,0,--,2268,262,8/14/2013,4004,443,KS,Kansas,4447
2136,298,338,52,745,121,22,3,14,2,1,0,0,0,0,--,4380,561,8/14/2013,7636,1037,KY,Kentucky,8673
2604,686,470,92,789,237,22,3,11,2,0,0,0,0,0,--,5079,1301,8/14/2013,8975,2321,LA,Louisiana,11296
368,266,67,45,145,90,1,3,2,2,0,0,0,0,0,--,708,471,8/14/2013,1291,877,ME,Maine,2168
2673,313,477,54,863,130,20,3,11,0,0,0,0,0,0,--,5153,618,8/14/2013,9197,1118,MD,Maryland,10315
2642,342,413,53,859,109,23,5,15,8,0,0,0,0,0,--,4707,520,8/14/2013,8659,1037,MA,Massachusetts,9696
3334,393,612,71,1031,141,26,4,19,2,0,0,0,0,0,--,6332,706,8/14/2013,11354,1317,MI,Michigan,12671
2172,167,355,32,762,52,18,1,20,0,0,0,0,0,0,--,4131,324,8/14/2013,7458,576,MN,Minnesota,8034
2788,233,470,33,943,79,28,2,17,1,0,0,0,0,0,--,5362,446,8/14/2013,9608,794,MO,Missouri,10402
359,161,55,27,135,53,3,2,7,0,1,0,0,0,0,--,674,326,8/14/2013,1234,569,MT,Montana,1803
1026,196,146,36,370,64,10,1,5,2,0,0,0,0,0,--,2037,336,8/14/2013,3594,635,NE,Nebraska,4229
898,122,166,23,357,61,8,2,2,0,0,0,0,0,0,--,1690,246,8/14/2013,3121,454,NH,New Hampshire,3575
5788,605,899,114,1994,233,47,2,35,2,0,0,0,0,0,--,10944,1144,8/14/2013,19707,2100,NJ,New Jersey,21807
785,192,131,35,254,81,7,3,5,0,0,0,0,0,0,--,1501,383,8/14/2013,2683,694,NM,New Mexico,3377
9136,714,1398,121,3238,272,74,7,59,5,1,1,0,0,0,--,18211,1378,8/14/2013,32117,2498,NY,New York,34615
3274,1240,559,179,1082,419,35,7,28,8,0,0,0,0,0,--,6288,2332,8/14/2013,11266,4185,NC,North Carolina,15451
177,149,19,22,52,65,5,2,0,0,0,0,0,0,0,--,334,306,8/14/2013,587,544,ND,North Dakota,1131
2528,699,439,113,884,237,29,11,11,5,1,0,0,0,0,--,4971,1313,8/14/2013,8863,2378,OH,Ohio,11241
896,704,133,127,277,272,9,11,2,6,0,0,0,0,0,--,1910,1661,8/14/2013,3227,2781,OK,Oklahoma,6008
1030,283,162,42,341,90,10,3,3,2,0,0,0,0,0,--,2009,587,8/14/2013,3555,1007,OR,Oregon,4562
5965,1714,933,279,1879,592,65,17,43,14,1,1,0,0,0,--,11388,3486,8/14/2013,20274,6103,PA,Pennsylvania,26377
806,194,115,36,255,63,9,3,5,2,0,0,0,0,0,--,1424,350,8/14/2013,2614,648,RI,Rhode Island,3262
1489,1020,249,155,439,400,9,7,11,4,0,0,1,0,0,--,2836,2099,8/14/2013,5034,3685,SC,South Carolina,8719
383,121,59,19,124,35,7,0,2,1,1,0,0,0,0,--,782,227,8/14/2013,1358,403,SD,South Dakota,1761
2033,828,339,129,748,298,27,10,14,3,0,0,0,0,0,--,4098,1528,8/14/2013,7259,2796,TN,Tennessee,10055
4992,1691,840,301,1624,563,55,12,27,7,0,0,0,0,0,--,9695,3458,8/14/2013,17233,6032,TX,Texas,23265
155,86,35,16,71,30,2,0,1,0,0,0,0,0,0,--,320,210,8/14/2013,584,342,VT,Vermont,926
34,66,9,10,8,19,1,1,0,0,0,0,0,0,0,--,78,135,8/14/2013,130,231,VI,Virgin Islands,361
2819,519,423,75,938,173,25,5,20,4,2,0,1,0,0,--,5286,1008,8/14/2013,9514,1784,VA,Virginia,11298
1346,140,216,23,471,61,12,2,10,1,1,0,0,0,0,--,2754,309,8/14/2013,4810,536,WA,Washington,5346
1080,161,154,21,322,49,9,2,4,2,0,0,0,0,0,--,2077,278,8/14/2013,3646,513,WV,West Virginia,4159
2066,444,346,64,708,129,18,6,11,1,0,1,0,0,0,--,4221,872,8/14/2013,7370,1517,WI,Wisconsin,8887
3735,411,573,75,946,85,26,4,7,1,3,0,0,0,0,--,7410,801,8/10/2013,12700,1377,AZ,Arizona,14077
696,508,86,83,177,147,1,1,2,2,0,0,0,0,0,--,1233,1027,8/10/2013,2195,1768,AR,Arkansas,3963
20352,0,3100,0,5048,0,155,0,74,0,2,0,1,0,0,--,40110,0,8/10/2013,68842,0,CA,California,68842
1366,1068,201,173,378,297,11,5,9,3,0,0,0,0,0,--,2700,2116,8/10/2013,4665,3662,CO,Colorado,8327
1803,718,310,116,438,191,13,5,5,2,1,1,0,0,0,--,3462,1366,8/10/2013,6032,2399,CT,Connecticut,8431
800,126,119,15,226,31,4,0,3,0,0,0,0,0,0,--,1560,231,8/10/2013,2712,403,DE,Delaware,3115
469,87,60,11,125,17,3,1,3,1,0,0,0,0,0,--,896,135,8/10/2013,1556,252,DC,Dist. of Columbia,1808
14281,3775,2232,558,3667,838,116,36,58,18,2,0,0,0,0,--,28307,7743,8/10/2013,48663,12968,FL,Florida,61631
4163,432,659,62,1127,113,27,1,10,3,0,0,0,0,0,--,8431,899,8/10/2013,14417,1510,GA,Georgia,15927
1436,306,231,35,362,73,15,1,11,0,1,0,0,0,0,--,2873,642,8/10/2013,4929,1057,ID,Idaho,5986
